序号,名称,规格,壁厚,牌号,连接方式,承压,单位,工程量,不含税单价,不含税总价,含税单价,含税总价,品牌,备注
452,沟槽式异径直通,DN200×125,,,,,个,8,182.3,1458.4,205.999,1647.992,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
453,沟槽式异径直通,DN200×150,,,,,个,8,189.22,1513.76,213.8186,1710.5488,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
454,沟槽式异径直通,DN250×125,,,,,个,8,335.61,2684.88,379.2393,3033.9144,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
455,沟槽式异径直通,DN250×150,,,,,个,8,314.9,2519.2,355.837,2846.696,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
456,沟槽式异径直通,DN250×200,,,,,个,8,290.04,2320.32,327.7452,2621.9616,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
457,不锈钢卡箍,DN100,,,,,个,8,187.72,1501.76,212.1236,1696.9888,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
458,不锈钢卡箍,DN150,,,,,个,8,268.18,2145.44,303.0434,2424.3472,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
459,不锈钢卡箍,DN200,,,,,个,8,536.35,4290.8,606.0755,4848.604,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
460,不锈钢卡箍,DN250,,,,,个,8,530.03,4240.24,598.9339,4791.4712,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
461,沟槽盲板,DN100,,,,,个,8,80.87,646.96,91.3831,731.0648,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
462,沟槽盲板,DN150,,,,,个,8,191.81,1534.48,216.7453,1733.9624,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
463,沟槽盲板,DN200,,,,,个,8,253.2,2025.6,286.116,2288.928,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
464,沟槽盲板,DN250,,,,,个,8,368.29,2946.32,416.1677,3329.3416,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
