序号,名称,型号,规格,镀锌钢板/不锈钢板厚度（参照技规）,数量,单位,含税单价（13%）,价税合计,品牌,备注
766,风口,AH,3000*2000,,1,个,2008,2008,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
767,风口,AH,360*150,,1,个,48,48,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
768,风口,AH/B,1200*200,,1,个,438,438,扬州新扬,静压箱尺寸按1250*250*300，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
769,风口,AH/B,1200*400,,1,个,646,646,扬州新扬,静压箱尺寸按1250*450*300，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
770,风口,AH/D,1000*1000,,5,个,551,2755,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
771,风口,AH/D,1000*1250,,7,个,673,4711,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
772,风口,AH/D,1000*250,,196,个,184,36064,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
773,风口,AH/D,1000*500,,13,个,306,3978,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
774,风口,AH/D,1000*630,,2,个,370,740,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
775,风口,AH/D,1200*200,,1,个,182,182,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
776,风口,AH/D,1200*400,,5,个,299,1495,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
777,风口,AH/D,1200*600,,6,个,415,2490,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
778,风口,AH/D,1250*1250,,1,个,824,824,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
779,风口,AH/D,1250*1600,,2,个,1037,2074,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
780,风口,AH/D,1250*630,,1,个,448,448,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
781,风口,AH/D,1250*800,,3,个,552,1656,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
782,风口,AH/D,1500*1000,,1,个,795,795,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
783,风口,AH/D,160*160,,1,个,59,59,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
784,风口,AH/D,160*200,,1,个,63,63,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
785,风口,AH/D,1600*1000,,5,个,844,4220,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
786,风口,AH/D,1600*1250,,4,个,1037,4148,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
787,风口,AH/D,1600*250,,11,个,266,2926,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
788,风口,AH/D,1600*600,,6,个,536,3216,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
789,风口,AH/D,1800*300,,1,个,337,337,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
790,风口,AH/D,1800*800,,1,个,769,769,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
791,风口,AH/D,200*200,,18,个,68,1224,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
792,风口,AH/D,200*320,,5,个,81,405,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
793,风口,AH/D,200*400,,2,个,91,182,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
794,风口,AH/D,250*150,,249,个,67,16683,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
795,风口,AH/D,250*160,,9,个,68,612,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
796,风口,AH/D,250*250,,1,个,80,80,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
797,风口,AH/D,250*400,,2,个,101,202,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
798,风口,AH/D,320*160,,1,个,75,75,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
799,风口,AH/D,320*200,,1,个,81,81,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
800,风口,AH/D,320*250,,2,个,90,180,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
801,风口,AH/D,320*320,,12,个,102,1224,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
802,风口,AH/D,320*400,,1,个,116,116,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
803,风口,AH/D,320*500,,2,个,133,266,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
804,风口,AH/D,320*630,,1,个,155,155,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
805,风口,AH/D,400*200,,2,个,91,182,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
806,风口,AH/D,400*250,,1,个,101,101,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
807,风口,AH/D,400*320,,4,个,116,464,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
808,风口,AH/D,400*400,,3,个,132,396,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
809,风口,AH/D,400*500,,1,个,153,153,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
810,风口,AH/D,400*600,,2,个,174,348,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
811,风口,AH/D,400*630,,3,个,180,540,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
812,风口,AH/D,400*800,,1,个,215,215,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
813,风口,AH/D,500*1250,,1,个,370,370,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
814,风口,AH/D,500*400,,1,个,153,153,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
815,风口,AH/D,500*500,,1,个,178,178,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
816,风口,AH/D,500*630,,1,个,212,212,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
817,风口,AH/D,500*800,,1,个,255,255,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
818,风口,AH/D,600*200,,1,个,113,113,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
819,风口,AH/D,600*800,,1,个,294,294,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
820,风口,AH/D,630*1000,,1,个,370,370,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
821,风口,AH/D,630*1250,,1,个,448,448,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
822,风口,AH/D,630*800,,5,个,306,1530,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
823,风口,AH/D,800*1000,,7,个,453,3171,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
824,风口,AH/D,800*1250,,1,个,552,552,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
825,风口,AH/D,800*300,,13,个,176,2288,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
826,风口,AH/D,800*400,,11,个,215,2365,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
827,风口,AH/D,800*600,,1,个,294,294,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
828,风口,AH/D,800*800,,1,个,374,374,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
829,风口,C4,120*120,,1,个,42,42,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
830,风口,C4,160*160,,51,个,47,2397,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
831,风口,C4,240*240,,238,个,62,14756,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
832,风口,C4,300*300,,76,个,77,5852,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
833,风口,C4,350*350,,55,个,92,5060,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
834,风口,C4,400*400,,3,个,110,330,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
835,风口,FP-条形送风口,1100*150,,183,个,108,19764,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
836,风口,FP-条形送风口,1500*150,,18,个,139,2502,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
837,风口,FP-条形送风口,2000*150,,7,个,177,1239,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
838,风口,FP-条形送风口,400*150,,57,个,54,3078,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
839,风口,FP-条形送风口,800*150,,1,个,85,85,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
840,风口,GF,500*500,2mm,1,个,581,581,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
841,风口,GP,1000*900+250,2mm,18,个,1140,20520,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
842,风口,GP,1250*1000+250,2mm,1,个,1292,1292,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
843,风口,GP,1250*400+250,2mm,1,个,1022,1022,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
844,风口,GP,1250*500+250,2mm,3,个,1067,3201,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
845,风口,GP,1400*800+250,2mm,1,个,1264,1264,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
846,风口,GP,1500*1000+250,2mm,1,个,1405,1405,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
847,风口,GP,500*1000+250,2mm,23,个,731,16813,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
848,风口,GP,500*1500+250,2mm,29,个,1105,32045,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
849,风口,GP,500*1600+250,2mm,1,个,1135,1135,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
850,风口,GP,600*1000+250,2mm,1,个,776,776,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
851,风口,GP,600*800+250,2mm,1,个,712,712,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
852,风口,GP,630*630+250,2mm,1,个,668,668,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
853,风口,GP,630*800+250,2mm,1,个,724,724,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
854,风口,GP,800*1500+250,2mm,17,个,1270,21590,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
855,风口,GP,1600*500+250,2mm,1,个,1372,1372,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
856,风口,GP,400*1700+250,2mm,1,个,1106,1106,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
857,风口,门铰型回风口（带滤网）,1160*200,,268,个,181,48508,扬州新扬,尼龙过滤网，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
858,风口,门铰型回风口（带滤网）,1420*200,,21,个,212,4452,扬州新扬,尼龙过滤网，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
859,风口,门铰型回风口（带滤网）,1660*200,,8,个,241,1928,扬州新扬,尼龙过滤网，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
860,风口,门铰型回风口（带滤网）,530*200,,90,个,104,9360,扬州新扬,尼龙过滤网，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
861,风口,门铰型回风口（带滤网）,780*200,,1,个,134,134,扬州新扬,尼龙过滤网，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
862,部件,防火阀机构,全自动,,1,个,289,289,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
863,部件,防火阀机构,半自动,,1,个,249,249,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
864,部件,防火阀机构,手动,,1,个,66,66,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
869,部件,排烟阀机构,手动复位机构,,1,个,249,249,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
870,部件,排烟阀机构,全自动电动复位机构,,1,个,289,289,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
871,部件,手动复位机构面板,,,1,个,300,300,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
872,部件,排烟阀钢丝绳,,,1,米,15,15,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
